date,dissolved_oxygen,water_temperature
1996-06-08,10.970000000000002,12.4
1996-07-14,11.03,14.510000000000002
1996-08-10,10.48,13.39
1996-09-13,10.14,15.970000000000002
1996-10-14,10.330000000000002,13.6
1996-11-09,9.59,10.85
1996-12-15,10.97,9.62
1997-01-08,10.190000000000001,8.620000000000001
1997-02-08,10.99,9.849999999999998
1997-03-08,10.829999999999998,11.25
1997-04-08,11.01,11.089999999999998
1997-05-08,11.010000000000002,11.129999999999999
1997-06-08,10.89,11.379999999999999
1997-07-08,10.83,11.41
1997-08-08,9.899999999999999,14.469999999999999
1997-09-08,10.899999999999999,12.05
1997-10-08,10.6,13.05
1997-11-08,10.88,11.08
1997-12-08,11.270000000000001,8.67
1998-01-08,11.1,10.09
1998-02-08,11.48,9.87
1998-03-08,11.27,10.920000000000002
1998-04-08,10.54,12.61
1998-05-08,10.479999999999999,13.280000000000001
1998-06-08,10.48,12.600000000000001
1998-07-08,10.309999999999999,13.419999999999998
1998-08-08,10.470000000000002,13.39
1998-09-08,10.44,13.24
1998-10-08,10.59,12.839999999999998
1998-11-08,10.97,11.1
1998-12-08,10.930000000000001,11.139999999999999
1999-01-08,10.889999999999999,11.09
1999-02-08,10.8,11.249999999999998
1999-03-08,10.599999999999998,12.15
1999-04-08,10.540000000000001,12.669999999999998
1999-05-08,10.239999999999998,13.569999999999999
1999-09-08,8.64,15.330000000000002
1999-10-08,8.739999999999998,12.09
1999-11-08,10.55,7.32
1999-12-08,10.049999999999999,10.5
2000-01-31,11.79,7.75
2000-02-26,9.809999999999999,13.1
2000-03-28,4.4399999999999995,12.6
2000-04-24,9.38,13.25
2000-05-31,10.709999999999999,10.9
2000-06-28,11.16,16.55
2000-07-25,10.388888888888888,14.277777777777779
2000-08-31,9.61,16.2
2000-09-28,10.58,13.75
2000-10-26,10.6,14.9
2000-11-17,11.130000000000003,8.77
2000-12-07,11.377777777777778,8.055555555555555
2001-01-29,11.130999999999998,9.129999999999999
2001-02-26,10.558545454545454,11.736363636363636
2001-03-26,10.395999999999999,11.46
2001-04-30,10.554,15.86
2001-05-30,9.292499999999999,13.141666666666666
2001-06-27,8.990833333333333,14.369166666666667
2001-07-30,10.061818181818182,14.218181818181819
2001-08-30,10.421818181818182,14.145454545454545
2001-09-18,10.620909090909091,15.427272727272726
2001-10-17,10.665454545454546,11.445454545454545
2001-11-13,10.772727272727272,10.154545454545454
2001-12-05,9.72181818181818,12.100000000000001
2002-01-30,9.384545454545457,11.427272727272728
2002-02-20,10.376363636363637,10.927272727272726
2002-03-26,9.799999999999999,8.700000000000001
2002-04-24,10.685000000000002,17.033333333333335
2002-05-30,10.936666666666667,15.149999999999999
2002-06-27,9.899090909090908,16.37272727272727
2002-07-25,9.610000000000001,16.754545454545454
2002-09-24,10.422727272727274,15.69090909090909
2002-10-23,9.800833333333332,12.674999999999999
2002-11-19,9.565,10.433333333333334
2002-12-17,10.130833333333333,8.533333333333333
2003-01-03,12.425454545454544,8.518181818181818
2003-02-25,10.415000000000001,10.683333333333335
2003-03-25,16.791666666666668,14.291666666666666
2003-04-29,11.859166666666667,14.424999999999999
2003-05-03,12.788333333333332,13.301666666666668
2003-06-26,11.559166666666664,13.95833333333333
2003-07-28,10.463333333333333,15.983333333333334
2003-08-27,10.739166666666668,13.808333333333335
2003-09-03,10.8525,12.958333333333334
2003-10-22,10.155,12.558333333333335
2003-11-19,9.157272727272728,13.081818181818182
2003-12-11,9.88,9.645454545454546
2004-01-30,9.402,9.42
2004-02-17,14.160909090909092,10.30909090909091
2004-03-23,10.495,12.833333333333334
2004-04-13,8.840833333333332,10.15
2004-05-04,10.894615384615385,14.676923076923076
2004-06-23,11.839230769230769,14.884615384615385
2004-07-20,10.306923076923077,15.007692307692306
2004-08-24,9.423076923076923,13.907692307692308
2004-09-21,10.315153846153846,14.846153846153843
2004-10-26,10.715384615384616,13.192307692307692
2004-11-09,8.484615384615385,11.046153846153848
2004-12-08,8.833846153846153,9.607692307692307
2005-01-26,11.286666666666667,10.500000000000002
2005-02-28,11.223846153846152,9.161538461538463
2005-03-22,12.156153846153849,14.19230769230769
2005-04-18,12.860769230769233,15.26153846153846
2005-05-02,12.585384615384616,13.607692307692306
2005-06-13,9.79846153846154,15.815384615384618
2005-07-27,9.773333333333335,15.975000000000001
2005-08-10,9.763846153846156,17.20769230769231
2005-09-21,10.947999999999999,17.089999999999996
2005-10-19,10.535,15.516666666666667
2005-11-16,8.60153846153846,14.246153846153845
2005-12-01,8.868461538461537,12.123076923076923
2006-01-31,10.23076923076923,10.969230769230771
2006-02-21,10.476923076923075,11.169230769230769
